GROUPE 1 - Salaire: 0DT,,,,,
Nombre de personnes: 2,,,,,
Nombre de jours: 0,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Castro,Alexander,RBE0635,G1,0,0
Salazar,Tom,AZM6789,G1,0,0
,,,,,
==================================================,,,,,
,,,,,
GROUPE 2 - Salaire: 3DT,,,,,
Nombre de personnes: 5,,,,,
Nombre de jours: 1,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Nolan,Gabriella,MDQ6993,G2,3,1
Owen,Sharon,FPO5383,G2,3,1
Kent,Amanda,BWW4376,G2,3,1
Ruiz,Robert,DIV9785,G2,3,1
Cook,John,ZSW2850,G2,3,1
,,,,,
==================================================,,,,,
,,,,,
GROUPE 3 - Salaire: 6DT,,,,,
Nombre de personnes: 6,,,,,
Nombre de jours: 2,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Cortez,Raymond,ZCH4531,G3,6,2
Herring,Bethany,PLL2357,G3,6,2
Rodriguez,Andrea,UFC2851,G3,6,2
Gordon,Benjamin,APQ1661,G3,6,2
Kennedy,Craig,XEC5680,G3,6,2
Howard,Stacey,ZRI2417,G3,6,2
,,,,,
==================================================,,,,,
,,,,,
GROUPE 4 - Salaire: 9DT,,,,,
Nombre de personnes: 5,,,,,
Nombre de jours: 3,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Fernandez,Peter,WEW1004,G4,9,3
Mccoy,Megan,LBK3510,G4,9,3
Williams,Juan,XUY3257,G4,9,3
Odonnell,William,SKV3646,G4,9,3
Montgomery,John,MZR2448,G4,9,3
,,,,,
==================================================,,,,,
,,,,,
GROUPE 5 - Salaire: 12DT,,,,,
Nombre de personnes: 3,,,,,
Nombre de jours: 4,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Collins,Michael,OZO1427,G5,12,4
Woods,Brandy,PJF4644,G5,12,4
Baldwin,Paul,TUU2402,G5,12,4
,,,,,
==================================================,,,,,
,,,,,
GROUPE 6 - Salaire: 15DT,,,,,
Nombre de personnes: 5,,,,,
Nombre de jours: 5,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Richard,Katherine,JJO4008,G6,15,5
Williams,Audrey,CDR0907,G6,15,5
Bruce,Matthew,RHO3967,G6,15,5
Johnston,Peter,BKV1055,G6,15,5
Villanueva,Sandra,PIF4008,G6,15,5
,,,,,
==================================================,,,,,
,,,,,
GROUPE 7 - Salaire: 18DT,,,,,
Nombre de personnes: 1,,,,,
Nombre de jours: 6,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Bates,Brandon,NXI6007,G7,18,6
,,,,,
==================================================,,,,,
,,,,,
GROUPE 8 - Salaire: 21DT,,,,,
Nombre de personnes: 5,,,,,
Nombre de jours: 7,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Thornton,Joshua,DJA4004,G8,21,7
Johnson,Ronald,ZBM0485,G8,21,7
Sanchez,Jessica,RZT2738,G8,21,7
Todd,Nancy,RDZ9629,G8,21,7
Pratt,Seth,PUU7193,G8,21,7
,,,,,
==================================================,,,,,
,,,,,
GROUPE 9 - Salaire: 24DT,,,,,
Nombre de personnes: 4,,,,,
Nombre de jours: 8,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Smith,James,URT2784,G9,24,8
Allen,Stephanie,OCT0995,G9,24,8
Johnston,Kelly,VLY6382,G9,24,8
Woodward,Jackson,OFD5391,G9,24,8
,,,,,
==================================================,,,,,
,,,,,
GROUPE 10 - Salaire: 27DT,,,,,
Nombre de personnes: 2,,,,,
Nombre de jours: 9,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Bell,Henry,MSH4835,G10,27,9
Lee,Ashley,EFV3651,G10,27,9
,,,,,
==================================================,,,,,
,,,,,
