GROUPE 1 - Salaire: 0DT,,,,,
Nombre de personnes: 2,,,,,
Nombre de jours: 0,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Castro,Alexander,AHR8808,G1,0,0
Salazar,Tom,PXJ7390,G1,0,0
,,,,,
==================================================,,,,,
,,,,,
GROUPE 2 - Salaire: 3DT,,,,,
Nombre de personnes: 5,,,,,
Nombre de jours: 1,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Nolan,Gabriella,OCT2364,G2,3,1
Owen,Sharon,UUF0408,G2,3,1
Kent,Amanda,DJQ5743,G2,3,1
Ruiz,Robert,WQY1485,G2,3,1
Cook,John,YAZ9181,G2,3,1
,,,,,
==================================================,,,,,
,,,,,
GROUPE 3 - Salaire: 6DT,,,,,
Nombre de personnes: 6,,,,,
Nombre de jours: 2,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Cortez,Raymond,BTN4795,G3,6,2
Herring,Bethany,EST9212,G3,6,2
Rodriguez,Andrea,MUB3888,G3,6,2
Gordon,Benjamin,RGO9218,G3,6,2
Kennedy,Craig,XUQ2316,G3,6,2
Howard,Stacey,IEJ1514,G3,6,2
,,,,,
==================================================,,,,,
,,,,,
GROUPE 4 - Salaire: 9DT,,,,,
Nombre de personnes: 5,,,,,
Nombre de jours: 3,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Fernandez,Peter,KFC7123,G4,9,3
Mccoy,Megan,IBJ3651,G4,9,3
Williams,Juan,TYF0145,G4,9,3
Odonnell,William,ZCC2786,G4,9,3
Montgomery,John,FDH5347,G4,9,3
,,,,,
==================================================,,,,,
,,,,,
GROUPE 5 - Salaire: 12DT,,,,,
Nombre de personnes: 3,,,,,
Nombre de jours: 4,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Collins,Michael,CLG0149,G5,12,4
Woods,Brandy,BXF9561,G5,12,4
Baldwin,Paul,QYM8312,G5,12,4
,,,,,
==================================================,,,,,
,,,,,
GROUPE 6 - Salaire: 15DT,,,,,
Nombre de personnes: 5,,,,,
Nombre de jours: 5,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Richard,Katherine,NEV1421,G6,15,5
Williams,Audrey,RIU6988,G6,15,5
Bruce,Matthew,IJD0294,G6,15,5
Johnston,Peter,DFL4210,G6,15,5
Villanueva,Sandra,MHC2762,G6,15,5
,,,,,
==================================================,,,,,
,,,,,
GROUPE 7 - Salaire: 18DT,,,,,
Nombre de personnes: 1,,,,,
Nombre de jours: 6,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Bates,Brandon,XYJ1457,G7,18,6
,,,,,
==================================================,,,,,
,,,,,
GROUPE 8 - Salaire: 21DT,,,,,
Nombre de personnes: 5,,,,,
Nombre de jours: 7,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Thornton,Joshua,OZP5896,G8,21,7
Johnson,Ronald,RMP1507,G8,21,7
Sanchez,Jessica,XMD7782,G8,21,7
Todd,Nancy,QOB3199,G8,21,7
Pratt,Seth,XIO8980,G8,21,7
,,,,,
==================================================,,,,,
,,,,,
GROUPE 9 - Salaire: 24DT,,,,,
Nombre de personnes: 4,,,,,
Nombre de jours: 8,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Smith,James,SDT5944,G9,24,8
Allen,Stephanie,DLF1869,G9,24,8
Johnston,Kelly,TVS4103,G9,24,8
Woodward,Jackson,AQB7078,G9,24,8
,,,,,
==================================================,,,,,
,,,,,
GROUPE 10 - Salaire: 27DT,,,,,
Nombre de personnes: 2,,,,,
Nombre de jours: 9,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Bell,Henry,YJG6109,G10,27,9
Lee,Ashley,LBG2249,G10,27,9
,,,,,
==================================================,,,,,
,,,,,
