GROUPE 1 - Salaire: 0DT,,,,,
Nombre de personnes: 2,,,,,
Nombre de jours: 0,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Castro,Alexander,QBX2039,G1,0,0
Salazar,Tom,IRL6068,G1,0,0
,,,,,
==================================================,,,,,
,,,,,
GROUPE 2 - Salaire: 3DT,,,,,
Nombre de personnes: 5,,,,,
Nombre de jours: 1,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Nolan,Gabriella,IRP8174,G2,3,1
Owen,Sharon,XYS6788,G2,3,1
Kent,Amanda,TYK8981,G2,3,1
Ruiz,Robert,ANP4993,G2,3,1
Cook,John,MZX6207,G2,3,1
,,,,,
==================================================,,,,,
,,,,,
GROUPE 3 - Salaire: 6DT,,,,,
Nombre de personnes: 6,,,,,
Nombre de jours: 2,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Cortez,Raymond,LRE7883,G3,6,2
Herring,Bethany,KBB4013,G3,6,2
Rodriguez,Andrea,TAV3391,G3,6,2
Gordon,Benjamin,ACU1814,G3,6,2
Kennedy,Craig,YVY4593,G3,6,2
Howard,Stacey,WEL1417,G3,6,2
,,,,,
==================================================,,,,,
,,,,,
GROUPE 4 - Salaire: 9DT,,,,,
Nombre de personnes: 5,,,,,
Nombre de jours: 3,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Fernandez,Peter,ZHY4564,G4,9,3
Mccoy,Megan,OWX6406,G4,9,3
Williams,Juan,DMT0179,G4,9,3
Odonnell,William,YYK4626,G4,9,3
Montgomery,John,WWN0244,G4,9,3
,,,,,
==================================================,,,,,
,,,,,
GROUPE 5 - Salaire: 12DT,,,,,
Nombre de personnes: 3,,,,,
Nombre de jours: 4,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Collins,Michael,XXK4179,G5,12,4
Woods,Brandy,BXM8828,G5,12,4
Baldwin,Paul,WCI9080,G5,12,4
,,,,,
==================================================,,,,,
,,,,,
GROUPE 6 - Salaire: 15DT,,,,,
Nombre de personnes: 5,,,,,
Nombre de jours: 5,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Richard,Katherine,VPH3130,G6,15,5
Williams,Audrey,NRA9743,G6,15,5
Bruce,Matthew,GUB3390,G6,15,5
Johnston,Peter,VAC7560,G6,15,5
Villanueva,Sandra,DTY0650,G6,15,5
,,,,,
==================================================,,,,,
,,,,,
GROUPE 7 - Salaire: 18DT,,,,,
Nombre de personnes: 1,,,,,
Nombre de jours: 6,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Bates,Brandon,RUQ0602,G7,18,6
,,,,,
==================================================,,,,,
,,,,,
GROUPE 8 - Salaire: 21DT,,,,,
Nombre de personnes: 5,,,,,
Nombre de jours: 7,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Thornton,Joshua,AOD4993,G8,21,7
Johnson,Ronald,TNZ3607,G8,21,7
Sanchez,Jessica,YFV5685,G8,21,7
Todd,Nancy,XII1647,G8,21,7
Pratt,Seth,GSR2033,G8,21,7
,,,,,
==================================================,,,,,
,,,,,
GROUPE 9 - Salaire: 24DT,,,,,
Nombre de personnes: 4,,,,,
Nombre de jours: 8,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Smith,James,XLF6715,G9,24,8
Allen,Stephanie,BKQ5120,G9,24,8
Johnston,Kelly,SSF0911,G9,24,8
Woodward,Jackson,BWW8782,G9,24,8
,,,,,
==================================================,,,,,
,,,,,
GROUPE 10 - Salaire: 27DT,,,,,
Nombre de personnes: 2,,,,,
Nombre de jours: 9,,,,,
,,,,,
Nom,Prénom,Immatriculation,ID Groupe,Salaire (DT),Jours travaillés
Bell,Henry,GQF4680,G10,27,9
Lee,Ashley,XPT0724,G10,27,9
,,,,,
==================================================,,,,,
,,,,,
